Timestamp,Instr1,Instr2,Instr3,Instr4,Instr5,Instr6,Instr7,Instr8,Instr9,Instr10,Instr11,Instr12,Instr13,Instr14,Instr15,Instr16,Instr17,Instr18,Instr19,Instr20
3/28/2016,-1.423027919955568,-1.432728946823512,-1.447420020335991,-1.4578541459642687,-1.4592678964859325,-1.456393562081503,-1.4523740016217195,-1.4462071033103792,-1.439479043663646,-1.4324104230786017,-1.4232922275624844,-1.4126181473663155,-1.404083847008923,-1.3953224899902998,-1.3864243638280362,-1.3782985644353822,-1.370774883236519,-1.3641143970242147,-1.360319633686353,-1.356469971254612
3/29/2016,-1.4829995438202916,-1.4891587404130158,-1.5049001020529986,-1.5155903191397078,-1.5176500552484873,-1.514602749868704,-1.5095474683368078,-1.5028104468458576,-1.4946852256115732,-1.4860485263134788,-1.4744906082242948,-1.4619282026299787,-1.4513734290442963,-1.4412392242206598,-1.4301289922338811,-1.4212496921435087,-1.4129206781670522,-1.4054044247969781,-1.4007143347927764,-1.3959207329427898
3/30/2016,-1.4766308757992592,-1.4780940750033094,-1.4911048824409168,-1.5001146438555697,-1.5010572311791295,-1.4962542015444775,-1.488757116804048,-1.4795031877430138,-1.470149144745828,-1.4602743728110055,-1.447469240652784,-1.434372583512049,-1.4218174402721877,-1.4096244236030346,-1.3971588339628052,-1.3868887899770075,-1.3771365126599961,-1.3681624389627212,-1.361968396996819,-1.356469971254612
3/31/2016,-1.4585863164063335,-1.46260354342972,-1.476734862011665,-1.4858294051317495,-1.4863080542285891,-1.4810691960347728,-1.473164353154479,-1.4648529105926542,-1.4558364309074763,-1.4463423979448033,-1.4339585568670281,-1.4205947739530844,-1.4085172453247388,-1.3960752233383382,-1.3825906244941903,-1.3720511276778369,-1.3620276427792384,-1.3527798795963972,-1.3463051455473898,-1.3396824130894296
4/1/2016,-1.507943493569336,-1.531204468969901,-1.5480101633407544,-1.5572555987508492,-1.5606684880208956,-1.5601577663978183,-1.5569754577709156,-1.5527545734948098,-1.5471651763521952,-1.5382934320617363,-1.5285333433673174,-1.5184897366088868,-1.5090076071499081,-1.4976942253235612,-1.4876350822415718,-1.4798194117454986,-1.4725609540121465,-1.4669346622622719,-1.4625429589352608,-1.4538378086126678
4/4/2016,-1.559954282407769,-1.5926133619937732,-1.613537456498143,-1.627491355809631,-1.6344143727735967,-1.6360827939463423,-1.6336398790479663,-1.630667411067175,-1.6269074391658678,-1.6204920837723278,-1.6124418005630623,-1.6040571854487728,-1.5969366737469317,-1.5872694937401648,-1.579644826253877,-1.5735309631086822,-1.5679853953642975,-1.5640876687864198,-1.5606443759080024,-1.553723779695501
4/5/2016,-1.5504012803762202,-1.5898471956413465,-1.614112257315313,-1.630467447210427,-1.6387162160508375,-1.6417771710124818,-1.6414362608727509,-1.6406562363969652,-1.6391754795987405,-1.63372745989522,-1.6280857502097266,-1.6214607343653595,-1.6161480664488022,-1.6083460274852481,-1.602647262256953,-1.5985207101388645,-1.5950223204140732,-1.592423962355963,-1.590322115496395,-1.5847807623010883
4/6/2016,-1.4458489803642682,-1.480860241355736,-1.501451297149978,-1.5155903191397078,-1.521951898525728,-1.5240933783122694,-1.5231911365301811,-1.5221221758167858,-1.5199028642791448,-1.5146090747891932,-1.5086228619988353,-1.502536483435348,-1.4979241113603676,-1.4901668918431743,-1.484568090774495,-1.4806003413401916,-1.4765369724018198,-1.4734115293638816,-1.471611157142825,-1.4655890993282954
4/7/2016,-1.4676085961027963,-1.5090751381504879,-1.5336401429115025,-1.5530890707897351,-1.563741233218925,-1.5696483948413842,-1.5719185229350863,-1.5733981458430435,-1.5723828150197672,-1.5675505792807605,-1.5619545085215547,-1.5569225737996826,-1.5526026905887687,-1.5458691595980374,-1.5413074329154166,-1.5383891313474887,-1.536177248246914,-1.5349417668291754,-1.5342641629405425,-1.529381820355987
4/8/2016,-1.334397289996198,-1.3691071207176986,-1.3882155361674733,-1.4042845007499434,-1.4119476204362826,-1.4140020883669104,-1.4133920924977952,-1.413576940566397,-1.4115351737887694,-1.4052430720895077,-1.398404125851882,-1.3915888590921062,-1.3863502537456576,-1.3787623563334488,-1.3726229022261904,-1.3681464797043705,-1.3644132538130422,-1.3608759634734098,-1.3586708703758865,-1.3522730817133162
4/11/2016,-1.2871630021735396,-1.3176564265625625,-1.3330346577191459,-1.3465483275745043,-1.3523363635945163,-1.3526293577651871,-1.3503713394141181,-1.3496484584557384,-1.3461056248134482,-1.3383695927317383,-1.3308507069231046,-1.3234249591688068,-1.316893680131202,-1.308758154965851,-1.3028488463501928,-1.2978628161819827,-1.2944353301547988,-1.2904400337434025,-1.2877740480258377,-1.280925959511292
4/12/2016,-1.1884486478475345,-1.2191809044161737,-1.233019315531553,-1.2477420930680827,-1.255237615336794,-1.2570903647666276,-1.2561650590313014,-1.2564194220443614,-1.2534137637650768,-1.2464185586148053,-1.2391202749040273,-1.2313311794852007,-1.2245312152183625,-1.216171953157092,-1.2100723544711185,-1.205713124008185,-1.202191703514386,-1.1989542859331626,-1.197092065950194,-1.191112523327568
4/13/2016,-1.215515486936923,-1.2479490344814108,-1.2583105514870363,-1.2709556059942901,-1.2761322826833925,-1.27480620452795,-1.2711081241954725,-1.2697378558174148,-1.2656818041979494,-1.258957335994387,-1.2512087814491768,-1.2451089890441651,-1.2385703098851144,-1.2312266201178659,-1.226174059673272,-1.2228935750914356,-1.2204813881068814,-1.2175752788502914,-1.2160528440205562,-1.2104182152175276
4/14/2016,-1.2335600463298484,-1.2706315985713097,-1.2824521858081794,-1.2959547737609753,-1.3013287933072317,-1.3007472556070292,-1.297096063611422,-1.2950428799862175,-1.2922625584691736,-1.286124686983481,-1.279652326261294,-1.2741149039051434,-1.2688651983765256,-1.262088687387452,-1.2576107222108093,-1.254911688473857,-1.2530847389022,-1.2507692227460419,-1.2506768735403475,-1.24567208736441
4/15/2016,-1.272833499126216,-1.311570860587224,-1.3272866495474456,-1.3441674544538675,-1.3523363635945163,-1.3532620663280914,-1.3516707363849152,-1.3516462235216966,-1.3508765294262322,-1.3474253763947697,-1.343650302088557,-1.3401033602138697,-1.336105072833073,-1.3305874220589726,-1.3273847780868075,-1.3267572111856314,-1.3270386809501167,-1.3276820195776593,-1.3298175124427276,-1.3279311223738022
4/18/2016,-1.2829172234928514,-1.3276146254312986,-1.345680275696888,-1.3650000942594385,-1.3750746780599326,-1.3785704088442658,-1.3789580727716622,-1.3802808561337623,-1.3801835149047614,-1.3766825236137934,-1.3728049355209766,-1.369109275074848,-1.364922161885879,-1.3599440226324815,-1.3572879448908066,-1.3564325357839726,-1.3572564207116313,-1.357637529922605,-1.35949525203112,-1.357309349162871
4/19/2016,-1.2234763219632137,-1.2678654322188827,-1.2784285800879889,-1.287621717838747,-1.297026950029991,-1.3020126727328376,-1.3009942545238145,-1.3017020968727444,-1.3011228098929148,-1.2972702668764422,-1.2931630100470495,-1.2900681570786814,-1.2858598919204882,-1.280907021088419,-1.278312914613578,-1.2775586467199598,-1.2777360529181723,-1.278295907927884,-1.2795302314735064,-1.2767290699699967
4/20/2016,-1.129538468652983,-1.1693899100724934,-1.1755392338145454,-1.1792919908497785,-1.1845644757821225,-1.187492422847148,-1.1846982256374405,-1.183168036292565,-1.1811686367714929,-1.1767586842837956,-1.1715668559752495,-1.167518166791048,-1.1624636387969345,-1.155953285313997,-1.1510327687298894,-1.147924334000889,-1.1457322423810303,-1.1439009155694786,-1.143507258360041,-1.1390710930155037
4/21/2016,-1.196940205208911,-1.2379908356126748,-1.2456649335092946,-1.2477420930680827,-1.2509357720595529,-1.2545595305150103,-1.2522668681189093,-1.250426126846487,-1.2472797435486402,-1.2415423674116346,-1.2348537431822098,-1.229155735870627,-1.2223145160604547,-1.2139137531129758,-1.2077721108708108,-1.204151264818799,-1.2006012961585166,-1.1981446775454616,-1.1962676842949609,-1.191112523327568
4/22/2016,-1.1661583097739203,-1.2003709732196721,-1.2071532787588994,-1.209648123137896,-1.212833731603991,-1.2146988910520355,-1.2106861650533902,-1.2071412170840619,-1.2016153708262804,-1.193477054123238,-1.1857886283813082,-1.1776702369923904,-1.1691137362706587,-1.158964218706152,-1.1510327687298894,-1.1455815452168092,-1.140165816635488,-1.135804831692466,-1.1319659151867771,-1.1248016685750988
4/25/2016,-1.1995938168843416,-1.241863468506072,-1.2491137384123152,-1.2519086210291968,-1.255237615336794,-1.2551922390779144,-1.2490183756919153,-1.2437669099599598,-1.2384194921248992,-1.229700188775363,-1.2213430593964543,-1.2124773348255644,-1.2031031233585838,-1.192837219367893,-1.1847696748677348,-1.178380588193923,-1.1727691674308065,-1.1673795588128144,-1.163292418085636,-1.1550192732724265
4/26/2016,-1.132722802663499,-1.1721560764249204,-1.1784132379003958,-1.1798872091299375,-1.1821062796236992,-1.1811653372181041,-1.1749527483564597,-1.1691836808308582,-1.1634481339240101,-1.1551641232411822,-1.1473898428849503,-1.139237399801594,-1.1299520511476153,-1.11982208460814,-1.1111618796578908,-1.1049732062927626,-1.0996104290608242,-1.0945148039197032,-1.089922450769888,-1.0811540173456256
4/27/2016,-1.056298786411108,-1.0974695849094003,-1.1025395300339456,-1.103104050989405,-1.1052876496729693,-1.104607601106676,-1.098288327079409,-1.0932686083244512,-1.0877952179212953,-1.079931458963692,-1.0713033605125375,-1.0638220211630502,-1.0553231794980404,-1.0453014831523102,-1.0375540844480466,-1.031565824391602,-1.0264516906908419,-1.021650049026592,-1.0173768651093726,-1.0089675172353427
4/28/2016,-1.0053494422428473,-1.0509979901886322,-1.0548310622088295,-1.056081806856831,-1.059811020742137,-1.0596852931404661,-1.0534591315868964,-1.047985933496068,-1.0428124030007617,-1.0346525406485356,-1.026504777433453,-1.018862853128534,-1.010989196339878,-1.0008902156180273,-0.9930827081754328,-0.9870528374940896,-0.9819202847265046,-0.9771215877030238,-0.9736846373820175,-0.9653198660058689
4/29/2016,-1.0058801645779332,-1.0731273210080459,-1.076098692444122,-1.0769144466624014,-1.0807056880887354,-1.0824628014050233,-1.0787973725174471,-1.0752887227308288,-1.0707562728756388,-1.0632130891242493,-1.05494832224557,-1.047143620117988,-1.0390673856733808,-1.02798861614742,-1.0191521356455855,-1.013604443713658,-1.0081620060983465,-1.0022194477217623,-0.9975917053837781,-0.988822447437124
5/2/2016,-1.127946301647725,-1.135642680572888,-1.1387519815156606,-1.14238845747991,-1.1452333372473487,-1.1432028234438423,-1.1405187286303267,-1.1372194397755293,-1.1307333594363493,-1.1245137785355381,-1.1175241208322275,-1.1095063370690914,-1.0996571626562035,-1.0904654840346315,-1.0835589564541994,-1.078421600073194,-1.0733687076889828,-1.0677977271255625,-1.0594203295262625,-1.0500970347400382
5/3/2016,-1.173588422465125,-1.1837739751051124,-1.188184851792287,-1.1935772295735982,-1.1974700056138452,-1.1963503427278086,-1.1937940044330229,-1.1911590965563972,-1.1852579835824506,-1.1795450792570359,-1.1729890332158555,-1.1653427231764746,-1.1558135413232098,-1.1469204851375332,-1.1402982985951209,-1.1346485308911043,-1.1298281688223388,-1.1244703142646488,-1.115478282082115,-1.1063353545933985
5/4/2016,-1.1921637041931368,-1.2009242064901573,-1.2042792746730493,-1.209052904857737,-1.2116046335247792,-1.2096372225488004,-1.2061382756555992,-1.2018138435748404,-1.1941182350061916,-1.185814467946827,-1.177966653557976,-1.1689684625340973,-1.1587691402004212,-1.1491786851816488,-1.141831794328659,-1.1354294604857973,-1.1298281688223388,-1.1244703142646488,-1.1146539004268814,-1.1046565987768806
5/5/2016,-1.171465533124781,-1.1793481089412294,-1.1824368436205863,-1.1870298284918475,-1.189480868098969,-1.187492422847148,-1.1846982256374405,-1.1805043495379541,-1.172989943149578,-1.1642199069042138,-1.1559229063285852,-1.1464888785168388,-1.1358632489020368,-1.1258439513924499,-1.118829358325583,-1.1120015726450017,-1.1059720584843007,-1.1001820626336118,-1.089922450769888,-1.079475261529107
5/6/2016,-1.152359529061683,-1.156665544851331,-1.1559960060307626,-1.1584593510442076,-1.159982514197889,-1.1571224118277381,-1.1528629998529027,-1.146542343416667,-1.136867379652786,-1.1266035747654686,-1.1175241208322275,-1.107330893454518,-1.0959626640596902,-1.0851963505983606,-1.0774249735200458,-1.0698313745315688,-1.063031059875833,-1.0556536013100442,-1.0445814597320662,-1.0324700986665976
5/9/2016,-1.2447052153666553,-1.2490555010223816,-1.2496885392294852,-1.253099057589515,-1.255237615336794,-1.2520286962633929,-1.2483686772065168,-1.2417691448940023,-1.2322854719084626,-1.224127398828882,-1.2156543504340305,-1.2066761518533689,-1.195714126165557,-1.1860626192355446,-1.1786356919335812,-1.1713522218416845,-1.165612334329395,-1.1592834749358019,-1.14845354829144,-1.1373923371989858
5/10/2016,-1.144398694035392,-1.1483670457940511,-1.1467991929560417,-1.1477454220013426,-1.147691533405772,-1.1432028234438423,-1.1379199346887316,-1.1312261445776548,-1.1218731080126083,-1.1133681986425763,-1.1061467029073804,-1.0979039711246998,-1.0870958674280573,-1.076916283769935,-1.068990746985584,-1.0620220785846368,-1.0558742267744219,-1.049176734208434,-1.037986406490201,-1.0265944533087838
5/11/2016,-1.0340084483374938,-1.0366139251560136,-1.0347130336078767,-1.035844385331419,-1.0358436081975093,-1.0305806992468654,-1.0248723982293522,-1.017353535818044,-1.0066898395039698,-0.9977328072531003,-0.9895281691777009,-0.9804300159377376,-0.9703497117782283,-0.9602426148239382,-0.9532118191034337,-0.9472254281647365,-0.9421601008297752,-0.9366411683179621,-0.9266948830337294,-0.9174753252350999
5/12/2016,-1.0085337762533637,-1.0150378276070857,-1.0157446066412643,-1.0173926186464848,-1.0174071370093343,-1.0122321509226389,-1.0073305391235863,-1.0007054936017268,-0.991014010061966,-0.9831042336435882,-0.9760174853919454,-0.9681025021218216,-0.958527316269385,-0.9497043479513966,-0.9440108447022034,-0.9394161322178044,-0.9350032677283642,-0.9309739096040534,-0.9217485931023305,-0.9124390577855451
5/13/2016,-1.0218018346305149,-1.030528359180675,-1.0335634319735367,-1.0376300401718965,-1.0401454514747501,-1.0381732020017176,-1.0346178755103332,-1.0300060479024455,-1.0230472267478001,-1.0172375720657831,-1.0115719164070918,-1.0050850435695688,-0.996950101673126,-0.9895992153974471,-0.9854152295077406,-0.9823672599259302,-0.9787394700147664,-0.9763119793153228,-0.9695627291058515,-0.9619623543728326
5/16/2016,-0.9612994884307052,-0.9591612672880672,-0.9582645249242567,-0.9608468820313641,-0.963941370563626,-0.9616154658902898,-0.9586031527186811,-0.954756897084691,-0.9487574263487379,-0.9433981052749125,-0.9383297885158904,-0.932570256417123,-0.92453792918146,-0.9173368139857331,-0.9133409300314352,-0.9097408076194626,-0.9071711390006534,-0.9050664411976138,-0.8986659067558028,-0.8914546100790675
5/17/2016,-0.9448470960430376,-0.9420110359030217,-0.938721297140474,-0.9394190239456341,-0.9412030560982102,-0.9363071233741148,-0.9313158163319342,-0.9261222644726252,-0.9194504408702088,-0.9134443593125784,-0.9077529778428648,-0.9013888979415712,-0.8927652412514433,-0.884216546672031,-0.8796040238935897,-0.8753799054529621,-0.8713869734935972,-0.8678244553633575,-0.860744350615079,-0.8520038483908897
5/18/2016,-0.9634223777710494,-0.9580548007470963,-0.9525165167525559,-0.9507281712686582,-0.9498067426526919,-0.9432669175660628,-0.936513404215124,-0.9307837162931941,-0.9228582298793399,-0.9148375567991988,-0.9077529778428648,-0.900663750070047,-0.8912874418128377,-0.8819583466279148,-0.8765370324265129,-0.8714752574794957,-0.8666157514259895,-0.8621571966494488,-0.8533249157179812,-0.8436100693082991
5/19/2016,-0.9697910457920819,-0.9641403667224349,-0.9594141265585967,-0.9572755723504089,-0.9565667820883561,-0.9502267117580112,-0.944309786039909,-0.9387747765570262,-0.9317184813030814,-0.9245899392055402,-0.9184193071474085,-0.9115409681429137,-0.9016320378830757,-0.8924966135004565,-0.8872715025612818,-0.8824082718052005,-0.8769533992391394,-0.8718724973018634,-0.8623931139255455,-0.8520038483908897
5/20/2016,-0.9745675468078565,-0.9680129996158322,-0.9645873339131276,-0.9632277551520008,-0.9620977234448085,-0.9546556716983413,-0.9482079769523012,-0.9427703066889426,-0.9364893859158653,-0.9301627291520209,-0.9248191047301351,-0.9187924468581584,-0.9097599347954055,-0.9015294136769206,-0.8964724769625122,-0.8909984973468257,-0.8857006396964198,-0.880778189566577,-0.8714613121331098,-0.8620763832899994
5/23/2016,-0.9942042732060402,-0.9868229308123337,-0.9818313584282297,-0.9792986487162985,-0.9774614494349544,-0.969207968645142,-0.9618516451456747,-0.9560887404619961,-0.9487574263487379,-0.9413083090449822,-0.9340632567940732,-0.9260439255734031,-0.9156711325498271,-0.9060458137651529,-0.9003062162963585,-0.894122215725599,-0.8880862507302231,-0.8823974063419797,-0.8722856937883428,-0.8620763832899994
5/24/2016,-0.980405492493803,-0.9729920990502005,-0.9674613379989778,-0.9650134099924783,-0.9627122724844146,-0.9533902545725329,-0.9456091830107063,-0.9394406982456788,-0.9317184813030814,-0.9245899392055402,-0.9169971299068029,-0.9093655245283402,-0.8994153387251674,-0.8894856801083019,-0.8834377632274361,-0.8769417646423482,-0.8705917698156622,-0.8645860218125521,-0.8549736790284471,-0.845288825124817
5/25/2016,-0.9204338686290793,-0.9149026056492406,-0.9111308579163105,-0.9090628916575167,-0.9061737608406774,-0.8964464839111401,-0.8877860178102188,-0.880839589644242,-0.873104510346023,-0.8660756447674918,-0.859398951662266,-0.852078842677908,-0.8425200603388586,-0.8330306790054003,-0.8259316732197454,-0.8199339042297449,-0.8141323086823062,-0.8079134346734659,-0.7980913448173617,-0.7882111273631979
5/26/2016,-0.9283947036553699,-0.9182220052721524,-0.9157292644536711,-0.9162055110194266,-0.9147774473951591,-0.9053044037918013,-0.8975314950912002,-0.8908284149740324,-0.8826463195715902,-0.8751314284305232,-0.8672209264855981,-0.8586051735216284,-0.8476923583739777,-0.837547079093632,-0.8297654125535913,-0.8230576226085176,-0.8165179197161101,-0.809532651448868,-0.7989157264725946,-0.7882111273631979
5/27/2016,-0.9427242067026934,-0.9303931372228297,-0.9266504799799024,-0.9245385669416549,-0.9209229377912176,-0.9097333637321319,-0.9007799875181938,-0.8928261800399905,-0.8833278773734169,-0.8744348296872128,-0.8657987492449926,-0.8557045820355306,-0.8439978597774638,-0.8330306790054003,-0.8251649253529758,-0.8175911154456651,-0.8101562902926336,-0.8022461759595573,-0.7906719099202633,-0.7789779703723478
5/30/2016,-0.9193724239589074,-0.9077105731329311,-0.9036584472930994,-0.9019202722956065,-0.8975700742861955,-0.8863231469046701,-0.8767411435584407,-0.868187077559841,-0.8587917965076715,-0.8493572749280492,-0.8401995589140874,-0.8303244065321744,-0.8188752693211717,-0.8081904785201237,-0.8006289936163611,-0.7933822980101758,-0.7863001799545961,-0.7787675327162215,-0.7675892235737363,-0.7563147668493517
5/31/2016,-0.9230874803045098,-0.9337125368457417,-0.9295244840657529,-0.9287050949027691,-0.9258393301080642,-0.9154277407982709,-0.9072769723721812,-0.9001513186151702,-0.8915065709953318,-0.8827940146069342,-0.8729096354480214,-0.8622309128792505,-0.849909057531886,-0.8382998124416711,-0.8297654125535913,-0.8214957634191309,-0.8133371050043718,-0.804675001122661,-0.7931450548859628,-0.7814961040971252
6/1/2016,-0.9214953132992516,-0.9193284718131232,-0.920902471808202,-0.9209672572606998,-0.9129338002763415,-0.9072025294805139,-0.9020793844889914,-0.8948239451059486,-0.8874172241843741,-0.8786144221470735,-0.8686431037262041,-0.8571548777785792,-0.8469534586546746,-0.8382998124416711,-0.8305321604203603,-0.8230576226085176,-0.8157227160381757,-0.8038653927349594,-0.7914962915754968,-0.7772992145558293
6/2/2016,-0.904512198576498,-0.9021782404280778,-0.9030836464759294,-0.903705927136084,-0.8957264271673779,-0.8901193982820964,-0.885187223868624,-0.8781759028896313,-0.8710598369405441,-0.8625926510509414,-0.8537102426998427,-0.8426519203480903,-0.8321754642686205,-0.8232451454808971,-0.8151972030849765,-0.8074390307146534,-0.7998186424794838,-0.787673224980935,-0.775833040126067,-0.7613510342989065
6/3/2016,-0.9257410919799399,-0.9254140377884619,-0.9278000816142427,-0.9293003131829282,-0.9227665849100352,-0.918591283612793,-0.9144236557115673,-0.9081423788790023,-0.9017299380227256,-0.8939395944998956,-0.8849981419931712,-0.873833278823642,-0.8639481521986373,-0.8563654127945992,-0.8489341092228214,-0.8425808624758475,-0.8356028079865404,-0.8241056024274903,-0.8129302146115579,-0.7999624180788254
6/6/2016,-0.8774453594871096,-0.873963343633326,-0.8737688048002556,-0.8721593582876481,-0.8637698771078746,-0.857851261573974,-0.8527022995986873,-0.8455457401456492,-0.8383450624528833,-0.8305491088586768,-0.821711254786211,-0.8107454140010137,-0.8004027763386038,-0.7923830782113112,-0.7845272884142083,-0.7777637061163122,-0.7696009027179697,-0.7577177146359895,-0.7461553005376745,-0.7328121854180973
6/7/2016,-0.8302110716644512,-0.8230658827486752,-0.8203123288034386,-0.8168040582328456,-0.8066168164245315,-0.799009365223868,-0.792280340456605,-0.7842809447896013,-0.7770048602885199,-0.7685518207040781,-0.7598465448198568,-0.7483826970499103,-0.7375963001978728,-0.7299062103240997,-0.7224207112059022,-0.7160702681355494,-0.7083702195170061,-0.6969970855583968,-0.6859754397056567,-0.6732163539317008
6/8/2016,-0.7734237818102438,-0.7627634562657741,-0.7588086413662405,-0.7543061388161332,-0.7433182653451301,-0.7344730918076227,-0.7273104919167316,-0.718354697612985,-0.7102121957095465,-0.7009817426029986,-0.691582037270776,-0.6802187971266113,-0.6696175260220228,-0.662160209000618,-0.6541801510634426,-0.6481293933972407,-0.6407779068925659,-0.6289899809914927,-0.6175517623213074,-0.6052267433627131
6/9/2016,-0.8031442325750623,-0.7937445194129525,-0.7892730846762546,-0.7846622711042506,-0.7746602663650277,-0.7667412285157451,-0.7597954161866682,-0.7516507820456196,-0.7442900858008595,-0.7358116797685036,-0.7264253796656195,-0.7150258949597851,-0.7050847125485535,-0.6975386763584361,-0.6902173008015953,-0.684052154753128,-0.6765620723996225,-0.6654223584380485,-0.6546489368067977,-0.6429987492343731
6/10/2016,-0.8779760818221956,-0.8717504105513846,-0.8691703982628948,-0.8662071754860563,-0.8576243867118161,-0.8515241759449302,-0.8462053147447003,-0.8388865232591222,-0.8328926000382734,-0.8256729176555062,-0.8167336344440904,-0.8056693789003425,-0.7959693780227873,-0.7886194114711175,-0.7806935490803618,-0.7738590581428458,-0.7664200880062314,-0.7552888894728856,-0.743682155571975,-0.7311334296015788
6/13/2016,-0.8880598061888303,-0.8822618426906058,-0.8795168129719565,-0.8757306679686032,-0.8656135242266917,-0.8584839701368782,-0.8527022995986873,-0.8455457401456492,-0.83902662025471,-0.8319423063452968,-0.8238445206471198,-0.8129208576155872,-0.8040972749351172,-0.796899478299543,-0.7898945234815927,-0.7832302132791645,-0.7759625321414463,-0.7641945817375992,-0.75275035377954,-0.7403665865924289
6/14/2016,-0.9156573676133051,-0.9093702729443872,-0.90768205301329,-0.9048963636964026,-0.8957264271673779,-0.8901193982820964,-0.8845375253832254,-0.8768440595123258,-0.8703782791387176,-0.8625926510509414,-0.8537102426998427,-0.8433770682196147,-0.8336532637072257,-0.8255033455250133,-0.8182641945520532,-0.8113436786881196,-0.8045898645470915,-0.7933404836948437,-0.7824280933679325,-0.7705841912897566
